"loan_amount","tenor_years","interest_rate","debt_to_income","credit_score","collateral_ratio","industry","company_age_years","prev_defaults","default_flag","PD","LGD","EAD","EL"
211315475,2,13.56,0.258,381,0.335,"Infrastructure",1,1,0,0.282071709632874,0.665,211315475,39638068.0079133
282890365,1,13.3,0.552,728,1.681,"Real_Estate",16,2,0,0.0879364237189293,0,282890365,0
76693702,5,12.57,0.746,551,0.788,"IT",31,0,0,0.114271655678749,0.212,76693702,1857950.25722659
98201425,6,16.09,0.467,493,1.931,"Manufacturing",46,0,1,0.0755314528942108,0,98201425,0
84224735,3,12.01,0.78,898,0.571,"Retail",30,0,0,0.0384991951286793,0.429,84224735,1391068.75368588
417719677,3,13.36,0.217,746,0.126,"Manufacturing",9,1,0,0.0721003040671349,0.874,417719677,26322883.5449832
56428121,10,14.55,0.507,650,1.264,"Retail",14,1,0,0.0800527632236481,0,56428121,0
134766983,9,14.07,0.367,369,0.975,"Manufacturing",15,2,1,0.400275766849518,0.025,134766983,1348598.93665802
399442004,9,16.4,0.623,519,0.893,"Manufacturing",45,0,0,0.165862053632736,0.107,399442004,7088993.00669587
150165775,5,11.67,0.496,690,1.588,"IT",9,1,0,0.0534176528453827,0,150165775,0
433916807,3,11.47,0.587,599,0.815,"Real_Estate",5,0,0,0.0650353953242302,0.185,433916807,5220690.94999845
20672200,8,17.36,0.249,505,0.16,"Real_Estate",10,0,1,0.0834454596042633,0.84,20672200,1449001.03322625
170571932,7,17.27,0.164,329,0.235,"Manufacturing",23,1,1,0.389969736337662,0.765,170571932,50886186.8817139
155488452,7,8.33,0.516,762,0.452,"Retail",24,1,0,0.0687978118658066,0.548,155488452,5862101.36686482
65597389,1,10.02,0.732,566,1.917,"IT",45,0,0,0.0897569060325623,0,65597389,0
187543408,3,10.45,0.505,636,1.183,"IT",41,1,0,0.0195590388029814,0,187543408,0
233017849,2,17.77,0.725,383,0.351,"Retail",43,1,0,0.191182225942612,0.649,233017849,28912217.3154604
24257486,10,17.3,0.214,705,1.261,"IT",29,2,0,0.0485916398465633,0,24257486,0
493770583,9,15.94,0.246,364,0.068,"Manufacturing",50,0,0,0.0480590052902699,0.932,493770583,22116474.6924574
454317713,9,9.78,0.746,597,0.351,"Infrastructure",38,0,0,0.0863020047545433,0.649,454317713,25446335.5983821
489715683,5,11.59,0.228,652,0.586,"Retail",41,0,0,0.00494330702349544,0.414,489715683,1002217.39976996
86065635,1,16.08,0.634,549,1.066,"Retail",35,1,0,0.0894340202212334,0,86065635,0
22324453,1,8.17,0.613,437,0.304,"Infrastructure",26,0,1,0.142615884542465,0.696,22324453,2215939.8416191
72273350,2,17.71,0.307,339,0.318,"Retail",40,0,0,0.184179216623306,0.682,72273350,9078271.80827607
180929840,7,11.45,0.211,716,1.812,"IT",9,0,0,0.00897994451224804,0,180929840,0
272665854,5,10.03,0.59,744,0.081,"IT",11,0,0,0.0364944972097874,0.919,272665854,9144788.1849187
468760913,8,11.64,0.556,703,0.914,"Manufacturing",47,0,0,0.0288731399923563,0.086,468760913,1163975.55390346
318138884,8,14.04,0.177,843,0.68,"Infrastructure",27,2,0,0.0313419550657272,0.32,318138884,3190750.27423635
242888519,9,17.26,0.69,687,0.421,"Infrastructure",8,0,1,0.243475914001465,0.579,242888519,34240614.9109486
43862218,4,17.34,0.658,885,0.625,"Retail",19,0,0,0.082753136754036,0.375,43862218,1361151.0466835
472511680,7,14.47,0.415,631,1.225,"IT",25,0,0,0.0150967855006456,0,472511680,0
174010172,10,13.61,0.796,839,0.886,"Manufacturing",8,2,0,0.202368453145027,0.114,174010172,4014415.30466197
185303765,1,8.34,0.454,719,1.294,"IT",30,1,0,0.020471503958106,0,185303765,0
312450223,10,15.86,0.183,894,0.291,"Retail",26,1,0,0.0638068094849586,0.709,312450223,14134944.3634181
363975507,4,14.07,0.297,380,1.691,"IT",26,0,0,0.0587623417377472,0,363975507,0
99766126,3,8.15,0.231,895,0.92,"Real_Estate",19,0,0,0.00830462574958801,0.08,99766126,66281.6271132993
294768885,1,9.73,0.402,360,0.556,"Manufacturing",28,0,0,0.104669496417046,0.444,294768885,13698869.9740496
421605686,6,17.87,0.688,630,0.386,"Infrastructure",10,1,1,0.584348022937775,0.614,421605686,151267771.731082
499690137,10,8.44,0.327,429,0.224,"Manufacturing",34,0,0,0.129292741417885,0.776,499690137,50134494.7536338
6707686,5,8.37,0.404,707,1.62,"Manufacturing",31,0,0,0.0155118890106678,0,6707686,0
410844593,8,16.21,0.895,823,1.674,"Manufacturing",28,1,0,0.0724522024393082,0,410844593,0
103606289,9,11.69,0.309,885,1.438,"Real_Estate",2,0,0,0.0854223519563675,0,103606289,0
57788621,2,15.26,0.681,590,1.042,"Manufacturing",16,0,0,0.170683547854424,0,57788621,0
344354746,5,9.16,0.582,652,1.468,"Manufacturing",37,0,1,0.0306887272745371,0,344354746,0
137207698,4,11.45,0.796,561,0.749,"IT",4,0,0,0.213136851787567,0.251,137207698,7340248.21497756
411761770,2,15.43,0.633,338,1.202,"Retail",10,0,0,0.439560234546661,0,411761770,0
322553805,1,17.25,0.355,547,1.251,"IT",25,0,0,0.165318429470062,0,322553805,0
264423238,4,16.84,0.279,640,0.139,"IT",15,0,0,0.0756566524505615,0.861,264423238,17224629.6118248
15296833,7,11.77,0.434,625,0.963,"IT",33,1,0,0.0308581497520208,0.037,15296833,17465.1826474892
144297850,1,17.63,0.124,528,0.065,"Manufacturing",24,0,0,0.083524614572525,0.935,144297850,11269014.8550759
18756181,5,8.46,0.898,720,0.628,"Manufacturing",28,0,0,0.0475656576454639,0.372,18756181,331879.831315836
449036109,8,9.48,0.651,545,0.685,"Manufacturing",8,0,0,0.268910497426987,0.315,449036109,38036414.8816686
66353499,8,16.19,0.263,608,0.604,"Retail",45,3,0,0.0775664523243904,0.396,66353499,2038134.98462903
26670600,4,17.73,0.734,796,1.396,"IT",27,2,1,0.236043125391006,0,26670600,0
182609315,10,10.5,0.308,802,0.839,"IT",46,0,0,0.0178548004478216,0.161,182609315,524932.913557382
348044911,1,14.26,0.578,503,0.95,"Retail",29,0,0,0.0570749267935753,0.05,348044911,993231.890810072
446262257,1,13.55,0.455,838,0.724,"Manufacturing",11,2,0,0.0661179348826408,0.276,446262257,8143639.12229815
122893821,8,10.46,0.205,735,0.203,"IT",49,0,0,0.0175658371299505,0.797,122893821,1720510.07663874
196591232,7,9.78,0.792,815,1.107,"Real_Estate",41,0,0,0.0306089445948601,0,196591232,0
310457299,10,16.15,0.628,809,0.467,"Retail",45,0,0,0.0909470617771149,0.533,310457299,15049350.4876478
282683992,3,8.96,0.101,642,1.692,"Manufacturing",14,0,0,0.00520340632647276,0,282683992,0
21659384,7,16.74,0.591,726,1.64,"Retail",19,0,0,0.0332737118005753,0,21659384,0
237647499,8,14.71,0.884,853,0.352,"Infrastructure",46,1,1,0.347775965929031,0.648,237647499,53555961.3579426
474653412,6,8.89,0.466,452,1.147,"Infrastructure",31,0,0,0.0626038759946823,0,474653412,0
120925341,9,9.84,0.21,638,1.725,"Manufacturing",41,1,0,0.0129329822957516,0,120925341,0
339392709,10,8.86,0.723,729,1.854,"Infrastructure",5,0,0,0.0559092946350574,0,339392709,0
456802660,5,10.94,0.188,652,1.354,"IT",17,0,0,0.0103408377617598,0,456802660,0
23745182,4,13.64,0.746,807,0.992,"Infrastructure",34,0,0,0.0207899138331413,0.00800000000000001,23745182,3949.28230185807
69077138,10,15.65,0.393,630,0.384,"Real_Estate",2,0,0,0.32927793264389,0.616,69077138,14011275.5512556
51076762,3,14.79,0.22,519,1.214,"IT",4,1,0,0.117431215941906,0,51076762,0
205417653,3,8.05,0.696,760,0.731,"IT",47,0,0,0.0136965932324529,0.269,205417653,756837.427658755
485003975,10,11.67,0.116,541,1.781,"IT",45,0,0,0.022068252786994,0,485003975,0
182628341,7,9.74,0.258,458,1.729,"IT",23,3,0,0.0636871680617332,0,182628341,0
362725805,7,10.63,0.15,651,1.101,"IT",7,0,0,0.00938091147691011,0,362725805,0
351638092,8,17.37,0.124,427,1.832,"Real_Estate",15,0,0,0.185624316334724,0,351638092,0
13382485,9,16.81,0.349,594,0.905,"Manufacturing",7,0,0,0.0987774059176445,0.095,13382485,125579.27953802
473053272,1,12.98,0.35,869,1.225,"Retail",14,0,0,0.00471539655700326,0,473053272,0
267212263,3,17.49,0.875,366,0.723,"Infrastructure",8,0,0,0.34382838010788,0.277,267212263,25449419.1904334
348458274,3,8.46,0.603,352,0.851,"Retail",48,1,0,0.146528169512749,0.149,348458274,7607784.00307798
23583494,5,12.39,0.304,653,0.967,"Infrastructure",6,0,1,0.0350134894251823,0.033,23583494,27249.4337866691
458369143,6,12.8,0.745,841,0.064,"Retail",50,0,0,0.0713418275117874,0.936,458369143,30608035.2270874
17389266,3,16.51,0.184,526,1.401,"Manufacturing",45,1,0,0.0461802557110786,0,17389266,0
388871323,7,13.18,0.798,332,0.067,"Retail",36,0,0,0.188101559877396,0.933,388871323,68246433.1838782
263544746,2,10.89,0.678,697,0.625,"Manufacturing",17,0,0,0.042577788233757,0.375,263544746,4207932.14449023
133794820,10,10.19,0.366,879,1.452,"Infrastructure",17,1,0,0.062937431037426,0,133794820,0
252963104,8,11.41,0.744,480,1.72,"Retail",13,0,0,0.232396617531776,0,252963104,0
266715133,7,10.47,0.843,586,1.214,"Manufacturing",44,0,0,0.10177905112505,0,266715133,0
44348248,7,15.6,0.681,575,0.15,"Real_Estate",18,0,0,0.131199523806572,0.85,44348248,4945698.66636739
457885113,6,12.84,0.808,895,1.643,"Infrastructure",37,1,0,0.0575377382338047,0,457885113,0
282440123,10,13.73,0.125,648,1.098,"Real_Estate",35,1,0,0.0311492551118135,0,282440123,0
30556033,7,15.99,0.358,680,1.877,"Manufacturing",39,3,0,0.107101328670979,0,30556033,0
336690121,4,13.22,0.222,619,1.667,"IT",22,1,0,0.0131847178563476,0,336690121,0
314034016,10,10,0.755,463,1.744,"Manufacturing",35,0,1,0.359297782182693,0,314034016,0
37354855,2,9.12,0.592,373,0.611,"IT",44,0,0,0.0571440234780312,0.389,37354855,830362.010632857
219414822,4,15.63,0.784,786,0.673,"IT",26,0,0,0.0294062029570341,0.327,219414822,2109855.26951692
321128832,8,13.48,0.129,724,1.986,"Infrastructure",20,2,0,0.0230708736926317,0,321128832,0
405174774,6,8.31,0.167,663,1.662,"Retail",49,0,0,0.00795538444072008,0,405174774,0
196484733,2,10.39,0.434,533,1.131,"Manufacturing",44,1,0,0.0496362596750259,0,196484733,0
386937980,8,17.77,0.849,756,0.602,"IT",23,0,0,0.0678507834672928,0.398,386937980,10449109.9483082
436824167,10,10.06,0.278,555,1.67,"Real_Estate",4,0,0,0.0307387690991163,0,436824167,0
309538245,8,15.8,0.475,660,1.577,"Real_Estate",45,0,0,0.0212049074470997,0,309538245,0
179509358,2,17.48,0.767,823,1.753,"Manufacturing",15,1,0,0.0870085060596466,0,179509358,0
466196084,7,10.67,0.654,850,1.85,"Manufacturing",27,0,0,0.0173958912491798,0,466196084,0
372619919,1,9.14,0.356,725,0.219,"Infrastructure",8,1,0,0.227110892534256,0.781,372619919,66092939.0988832
32720428,4,12.59,0.472,798,1.044,"Manufacturing",49,0,0,0.0250879395753145,0,32720428,0
54993550,2,10.95,0.204,867,0.137,"Manufacturing",8,0,0,0.0767699703574181,0.863,54993550,3643459.31449035
409570168,2,9.09,0.296,507,1.597,"Manufacturing",6,0,0,0.0961223468184471,0,409570168,0
396745392,7,8.21,0.268,673,0.028,"Real_Estate",43,0,0,0.0181460063904524,0.972,396745392,6997762.77489333
29496411,4,9.75,0.849,656,0.347,"Manufacturing",31,0,0,0.0752896815538406,0.653,29496411,1450166.3304348
453902688,9,9.81,0.428,793,0.086,"IT",23,0,0,0.0598966553807259,0.914,453902688,24849149.1318823
361097668,8,14.17,0.824,870,1.008,"Manufacturing",44,1,0,0.068180076777935,0,361097668,0
451450790,9,10.54,0.602,328,0.762,"Infrastructure",25,2,0,0.285757511854172,0.238,451450790,30703298.16505
268321418,1,8.19,0.214,646,0.387,"Infrastructure",30,1,0,0.0701492056250572,0.613,268321418,11538213.5411569
174921128,3,16.3,0.865,698,0.235,"Real_Estate",49,2,0,0.137339651584625,0.765,174921128,18378059.1823469
416813395,9,15.51,0.495,836,1.129,"Infrastructure",29,0,0,0.0278868563473225,0,416813395,0
395374167,10,11.31,0.447,487,1.816,"Manufacturing",18,0,0,0.127292186021805,0,395374167,0
266173121,7,15.99,0.664,819,0.547,"Manufacturing",25,0,0,0.0629125460982323,0.453,266173121,7585769.82149535
389580767,3,16.81,0.152,600,0.595,"Manufacturing",7,0,0,0.0652050673961639,0.405,389580767,10288069.2682361
30121114,6,13.49,0.13,657,0.726,"Manufacturing",43,0,0,0.00975411012768745,0.274,30121114,80502.4776961482
229597103,2,17.62,0.899,517,1.759,"IT",44,1,0,0.176453605294228,0,229597103,0
12143189,3,10.15,0.361,778,0.632,"Retail",48,0,0,0.0115623120218515,0.368,12143189,51668.4291782601
370204667,4,11.72,0.597,847,0.709,"Manufacturing",27,1,0,0.016047952696681,0.291,370204667,1728838.85237501
353162806,4,15.37,0.647,475,0.755,"Infrastructure",13,0,0,0.0664120391011238,0.245,353162806,5746294.20987798
3847628,1,12.95,0.472,344,1.505,"Manufacturing",20,1,0,0.16210600733757,0,3847628,0
235905857,2,12.19,0.392,588,0.436,"Infrastructure",36,0,0,0.0272015780210495,0.564,235905857,3619194.52819174
298490109,2,11.11,0.893,896,0.82,"Manufacturing",36,0,0,0.0187727492302656,0.18,298490109,1008626.3935149
142712803,4,17.62,0.116,884,0.51,"IT",49,0,0,0.0229411032050848,0.49,142712803,1604254.67973187
28554426,3,16.52,0.628,399,1.731,"Manufacturing",35,0,0,0.0417832247912884,0,28554426,0
189559271,9,14.93,0.155,660,0.797,"Retail",10,2,0,0.0267748236656189,0.203,189559271,1030309.45920728
265581717,9,12.27,0.57,362,1.704,"Retail",49,1,0,0.296063780784607,0,265581717,0
126238057,1,17.69,0.242,837,1.757,"Retail",37,1,0,0.0550598688423634,0,126238057,0
472099160,4,9.47,0.437,570,0.722,"Manufacturing",9,0,1,0.232243984937668,0.278,472099160,30480528.8767469
219306647,4,10.71,0.555,502,1.795,"Manufacturing",32,1,1,0.234726697206497,0,219306647,0
350832337,10,12.34,0.375,718,1.656,"Real_Estate",32,2,0,0.0349913276731968,0,350832337,0
88748098,10,16.76,0.128,305,0.976,"Manufacturing",43,0,0,0.047380905598402,0.024,88748098,100919.166081018
121745437,6,14.66,0.8,752,1.012,"Manufacturing",30,0,0,0.0569658689200878,0,121745437,0
12817908,9,16.34,0.653,410,1.469,"IT",13,0,1,0.182806521654129,0,12817908,0
165056753,7,8.56,0.706,709,1.071,"Infrastructure",4,2,0,0.148545876145363,0,165056753,0
207132621,10,15.38,0.785,544,1.747,"Manufacturing",32,0,0,0.181394070386887,0,207132621,0
55268523,5,15.08,0.682,599,0.918,"IT",29,1,0,0.203547984361649,0.082,55268523,922483.309334223
426174078,6,17.62,0.329,367,0.454,"Manufacturing",7,2,1,0.717044651508331,0.546,426174078,166849870.409801
5520909,9,16.48,0.386,691,0.437,"Retail",45,0,0,0.0489367805421352,0.563,5520909,152108.813326994
484912001,1,16.81,0.762,780,0.789,"Retail",20,0,0,0.0417789295315742,0.211,484912001,4274671.01126546
402518699,8,11.45,0.211,800,0.782,"Manufacturing",5,0,0,0.0115786241367459,0.218,402518699,1016013.57377379
251018820,4,16.64,0.768,598,1.355,"IT",24,0,1,0.412093371152878,0,251018820,0
467155390,5,12.11,0.189,698,1.903,"Retail",7,0,0,0.0100935213267803,0,467155390,0
234458259,5,17.16,0.495,400,1.478,"IT",4,0,1,0.623160421848297,0,234458259,0
255977421,10,9.05,0.696,831,1.57,"Manufacturing",18,3,0,0.295195192098618,0,255977421,0
416278677,10,10.37,0.388,816,0.811,"Retail",46,1,0,0.0513447783887386,0.189,416278677,4039636.18310072
81164149,3,10.68,0.499,898,1.609,"Infrastructure",47,0,0,0.011371492408216,0,81164149,0
261159401,4,15.54,0.44,523,1.21,"Manufacturing",21,0,0,0.162949070334435,0,261159401,0
217349806,5,16.55,0.12,705,0.198,"Infrastructure",38,0,0,0.0159097947180271,0.802,217349806,2773308.61796134
166577224,8,16.98,0.124,374,1.065,"Infrastructure",22,0,0,0.0750163048505783,0,166577224,0
224563852,2,12.88,0.853,762,0.128,"Manufacturing",26,1,1,0.0741147622466087,0.872,224563852,14513128.9481418
21542513,10,8.31,0.67,574,0.64,"Infrastructure",16,0,0,0.166480019688606,0.36,21542513,1291103.27581754
122438661,9,12.47,0.705,854,1.973,"Manufacturing",41,0,0,0.0602498985826969,0,122438661,0
52481658,3,16.94,0.605,637,0.027,"Manufacturing",26,1,0,0.0812478139996529,0.973,52481658,4148891.4479128
182202343,3,8.52,0.373,686,0.508,"IT",6,0,0,0.0558858178555965,0.492,182202343,5009803.26125038
329213274,4,9.41,0.451,895,1.475,"Manufacturing",22,0,0,0.0172089543193579,0,329213274,0
213094789,9,15.83,0.869,839,1.831,"Real_Estate",18,2,1,0.239484071731567,0,213094789,0
37024105,10,8.7,0.103,663,1.509,"Retail",12,0,0,0.0125741818919778,0,37024105,0
343883455,8,13.13,0.576,813,1.493,"Infrastructure",38,2,0,0.0599321201443672,0,343883455,0
426540228,4,12.59,0.592,514,1.601,"Real_Estate",5,2,0,0.259885221719742,0,426540228,0
433741559,5,12.46,0.152,688,1.391,"Retail",39,0,0,0.0070256101898849,0,433741559,0
45451848,8,8.43,0.671,397,0.825,"IT",40,0,0,0.127728655934334,0.175,45451848,1015963.10458504
7506019,3,9.84,0.636,541,0.987,"IT",43,0,0,0.0413051322102547,0.013,7506019,4030.48239317989
212204779,9,10.19,0.253,639,1.917,"Manufacturing",43,3,0,0.0450091771781445,0,212204779,0
486655967,9,8.66,0.342,737,1.05,"Real_Estate",27,0,0,0.0097655113786459,0,486655967,0
250034976,1,16.02,0.775,522,1.602,"Manufacturing",33,0,0,0.236844137310982,0,250034976,0
497331650,9,8.23,0.776,476,0.201,"Manufacturing",2,0,1,0.251064985990524,0.799,497331650,99765188.4281756
247946029,3,13.33,0.674,778,1.786,"IT",41,1,0,0.0799364298582077,0,247946029,0
62394765,7,11.74,0.155,595,1.547,"Real_Estate",30,0,0,0.00986771192401648,0,62394765,0
280632495,8,17.01,0.194,664,1.045,"IT",4,0,0,0.0334006696939468,0,280632495,0
120406971,5,9.35,0.723,458,0.133,"Retail",16,0,0,0.174591213464737,0.867,120406971,18226073.2860284
362900013,6,14.09,0.235,856,0.003,"Manufacturing",13,0,0,0.0244504511356354,0.997,362900013,8846449.82787301
393227670,4,12.89,0.761,825,1.33,"IT",35,1,0,0.0465181991457939,0,393227670,0
225441161,9,8.44,0.43,653,1.684,"Infrastructure",29,0,0,0.011953498236835,0,225441161,0
235070880,1,11.8,0.489,560,1.676,"Manufacturing",8,0,1,0.294007778167725,0,235070880,0
201528152,1,9.25,0.229,349,0.493,"IT",20,0,0,0.0545963123440742,0.507,201528152,5578365.82388705
451285381,5,15.95,0.642,900,1.219,"Manufacturing",10,0,0,0.0361636430025101,0,451285381,0
282280516,10,13.63,0.218,414,0.321,"Infrastructure",13,0,0,0.0499396435916424,0.679,282280516,9571855.09773343
345807342,1,12.86,0.256,782,0.389,"Manufacturing",14,0,0,0.00815574731677771,0.611,345807342,1723213.87130114
166804844,8,11.35,0.83,595,0.674,"Retail",8,0,0,0.351871132850647,0.326,166804844,19134181.8719813
48337189,10,14.86,0.422,800,0.467,"Retail",48,0,0,0.0868435725569725,0.533,48337189,2237413.63800481
469014008,5,16.18,0.199,736,1.929,"Manufacturing",21,0,0,0.00890790950506926,0,469014008,0
335838513,8,8.17,0.463,675,1.865,"Infrastructure",17,1,0,0.0269796680659056,0,335838513,0
8482052,6,13.6,0.582,896,0.026,"IT",25,0,0,0.0742319449782372,0.974,8482052,613268.597715016
57443770,5,13.97,0.783,398,1.723,"Manufacturing",22,1,0,0.203076422214508,0,57443770,0
424047638,5,9.34,0.148,748,0.538,"Manufacturing",6,0,0,0.0170162208378315,0.462,424047638,3333647.9733336
223962901,9,14.82,0.582,742,0.709,"IT",6,3,0,0.193442046642303,0.291,223962901,12607238.0049438
201538314,2,10.92,0.498,733,1.788,"Real_Estate",38,1,0,0.0219889953732491,0,201538314,0
216674887,4,14.87,0.676,315,1.21,"IT",25,0,0,0.282047599554062,0,216674887,0
332138603,3,16.46,0.672,361,0.654,"Manufacturing",16,0,0,0.304361462593079,0.346,332138603,34977206.0834749
92002293,4,13.32,0.29,664,0.192,"Infrastructure",16,0,0,0.026866115629673,0.808,92002293,1997169.34748191
419331041,6,9.72,0.793,684,1.777,"IT",46,0,0,0.0502413511276245,0,419331041,0
458769115,5,8.37,0.309,348,1.039,"Retail",22,1,0,0.10270381718874,0,458769115,0
399352231,4,8.67,0.205,357,1.784,"IT",9,0,0,0.0648650452494621,0,399352231,0
252025085,1,12.19,0.251,589,0.408,"Manufacturing",13,0,0,0.0165834464132786,0.592,252025085,2474231.13920449
127975289,5,15.14,0.282,468,1.95,"Retail",25,1,1,0.350635379552841,0,127975289,0
333955472,10,8.09,0.748,748,1.963,"Infrastructure",22,0,0,0.042634304612875,0,333955472,0
470608588,1,13.72,0.752,784,1.615,"IT",47,0,0,0.0180705711245537,0,470608588,0
490399754,10,10.55,0.523,838,1.455,"IT",44,1,1,0.193168357014656,0,490399754,0
27096340,3,10.13,0.678,798,0.088,"Manufacturing",22,0,1,0.081797830760479,0.912,27096340,2021376.71219614
191819856,8,13.54,0.565,720,0.352,"Infrastructure",28,0,0,0.040364783257246,0.648,191819856,5017312.95889574
403282616,2,12.82,0.409,503,0.046,"Real_Estate",37,0,0,0.0596397332847118,0.954,403282616,22945290.9443972
274395962,4,15.87,0.444,629,1.29,"Retail",41,0,0,0.0197013504803181,0,274395962,0
152927796,5,13.61,0.515,473,0.025,"Real_Estate",8,0,0,0.244278535246849,0.975,152927796,36423053.5552737
201750108,9,14.42,0.249,845,1.939,"Manufacturing",31,0,0,0.0135516216978431,0,201750108,0
14770297,9,10.22,0.35,536,0.233,"Manufacturing",39,0,0,0.0622850395739079,0.767,14770297,705615.864936307
424647850,3,10.51,0.655,756,1.035,"Real_Estate",49,3,0,0.139597177505493,0,424647850,0
16485818,9,14.42,0.71,882,0.031,"Real_Estate",33,0,0,0.096435196697712,0.969,16485818,1540528.89540455
326493624,2,14.31,0.669,526,1.865,"IT",29,1,0,0.193847090005875,0,326493624,0
298823711,2,10.44,0.609,302,0.713,"IT",35,0,0,0.087114728987217,0.287,298823711,7471168.67383248
156992908,4,16.86,0.647,582,0.416,"Retail",19,0,1,0.49292665719986,0.584,156992908,45193417.7772027
493468140,8,11.66,0.47,568,0.201,"Manufacturing",26,1,0,0.169040963053703,0.799,493468140,66649647.3679138
414634543,10,10.5,0.574,551,0.276,"Retail",25,0,0,0.200418397784233,0.724,414634543,60164682.9204178
304251247,4,15.71,0.259,819,0.047,"Infrastructure",7,2,0,0.149593561887741,0.953,304251247,43374868.4433836
69918205,3,12.22,0.688,354,0.779,"Manufacturing",7,3,1,0.6917684674263,0.221,69918205,10689153.3034886
435592654,6,11.88,0.587,561,0.216,"IT",3,0,0,0.178152948617935,0.784,435592654,60840058.713827
288966784,8,13.86,0.598,811,1.78,"Manufacturing",42,0,0,0.0186762120574713,0,288966784,0
399787113,4,8.47,0.409,371,0.589,"Manufacturing",40,0,0,0.0506112277507782,0.411,399787113,8316057.5340542
15069907,9,11.15,0.438,475,1.982,"Retail",38,0,0,0.0858874768018723,0,15069907,0
128922512,2,11.96,0.126,745,0.826,"Retail",46,0,0,0.00575671903789043,0.174,128922512,129137.698188292
378626690,7,11.64,0.244,643,0.831,"IT",9,0,0,0.0154244070872664,0.169,378626690,986975.581912256
415144204,4,8.45,0.236,786,0.194,"Real_Estate",40,0,0,0.0143368011340499,0.806,415144204,4797182.95512936
262332412,2,16.39,0.149,773,1.168,"Infrastructure",44,0,0,0.0111351367086172,0,262332412,0
319330858,9,10.99,0.137,366,1.853,"Retail",26,1,0,0.108518213033676,0,319330858,0
244464897,8,16.67,0.167,469,1.177,"IT",28,1,0,0.150768995285034,0,244464897,0
291337460,8,10.62,0.76,526,0.844,"Infrastructure",7,0,0,0.143752455711365,0.156,291337460,6533354.149251
51084641,5,11.28,0.744,388,0.617,"Real_Estate",29,0,0,0.199213296175003,0.383,51084641,3897691.31181273
420965370,1,17.99,0.848,747,1.627,"Infrastructure",20,3,1,0.371786415576935,0,420965370,0
201844444,1,16.9,0.468,330,0.96,"Manufacturing",9,3,1,0.700169861316681,0.04,201844444,5653015.85452091
386529702,10,14.88,0.893,432,1.51,"Manufacturing",31,0,0,0.251892626285553,0,386529702,0
475777467,7,8.67,0.372,380,1.923,"Manufacturing",27,0,0,0.0639945194125175,0,475777467,0
133469022,6,14.71,0.887,590,1.625,"IT",49,0,0,0.152751311659813,0,133469022,0
414819452,4,9.33,0.703,731,0.31,"Infrastructure",16,2,0,0.149793893098831,0.69,414819452,42874820.2472606
327176886,8,13.79,0.281,543,0.914,"IT",19,0,0,0.0225548092275858,0.086,327176886,634629.45327688
399459026,7,13.37,0.362,712,0.223,"Retail",14,2,0,0.133694380521774,0.777,399459026,41496016.7983483
93889576,5,10.98,0.184,559,1.008,"IT",40,1,0,0.0269027836620808,0,93889576,0
377599080,5,12.23,0.838,745,0.987,"Manufacturing",44,0,0,0.0206229873001575,0.013,377599080,101233.873408085
368224264,5,8.04,0.313,559,0.231,"Manufacturing",30,0,0,0.0817803516983986,0.769,368224264,23157289.0468153
376141089,6,13.66,0.743,485,0.77,"Infrastructure",19,2,0,0.192681446671486,0.23,376141089,16669344.1116549
166974628,3,17.65,0.819,840,1.536,"Retail",7,0,1,0.413022428750992,0,166974628,0
29716763,10,11.5,0.209,680,0.853,"Manufacturing",38,0,0,0.00828474760055542,0.147,29716763,36190.794501197
337533308,1,11.03,0.228,819,0.249,"Manufacturing",35,0,0,0.00965124741196632,0.751,337533308,2446470.71643086
21743516,1,8.64,0.65,624,0.132,"Real_Estate",7,0,0,0.231174230575562,0.868,21743516,4363037.22457483
322137953,10,9.94,0.291,709,1.408,"Infrastructure",12,0,0,0.0197363253682852,0,322137953,0
150502649,1,14.52,0.207,448,0.397,"Manufacturing",9,0,0,0.119783975183964,0.603,150502649,10870766.7604809
197322109,10,10.64,0.282,550,0.761,"IT",40,2,0,0.0367181748151779,0.239,197322109,1731628.53866562
461828627,8,11.96,0.703,631,0.872,"IT",36,2,1,0.185484752058983,0.128,461828627,10964757.5517229
339929679,4,16.59,0.413,329,0.091,"Real_Estate",40,1,1,0.448246270418167,0.909,339929679,138506339.631921
359055608,4,16.85,0.457,370,0.358,"IT",36,0,1,0.451219439506531,0.642,359055608,104012262.664186
358851174,4,15.72,0.696,405,0.585,"IT",28,2,0,0.432798326015472,0.415,358851174,64453727.7692931
114857857,10,17.23,0.29,481,1.803,"Manufacturing",15,0,0,0.126011222600937,0,114857857,0
204978196,8,17.07,0.152,820,1.351,"Retail",26,0,0,0.0190101396292448,0,204978196,0
285985867,2,11.83,0.485,672,1.04,"Real_Estate",20,0,0,0.013633063994348,0,285985867,0
439845624,6,14.1,0.493,411,0.516,"Retail",31,0,1,0.288853675127029,0.484,439845624,61492696.0907757
297744335,1,17.06,0.439,741,0.024,"IT",33,1,0,0.063769206404686,0.976,297744335,18531233.8755344
459154428,9,12.54,0.132,527,1.545,"Manufacturing",43,0,0,0.0202496200799942,0,459154428,0
176340479,3,17.32,0.418,588,1.687,"Retail",24,2,0,0.108201146125793,0,176340479,0
127740215,9,12.01,0.78,818,0.322,"Retail",49,0,0,0.0769667103886604,0.678,127740215,6665922.52209957
